"","contact_serial_no","infant_serial_no","contact_age","contact_time"
"6694","4C-25-017-05","4C-25-017",7,2
"6695","4C-25-018-01","4C-25-018",35,3
"6696","4C-25-018-02","4C-25-018",62,3
"6697","4C-25-018-03","4C-25-018",40,2
"6698","4C-25-019-01","4C-25-019",26,3
"6699","4C-25-019-02","4C-25-019",31,3
"6700","4C-25-019-03","4C-25-019",60,3
"6701","4C-25-019-04","4C-25-019",71,2
"6702","4C-25-019-05","4C-25-019",85,2
"6703","4C-25-019-06","4C-25-019",50,2
"6704","4C-25-020-01","4C-25-020",30,3
"6705","4C-25-020-02","4C-25-020",33,2
"6706","4C-25-020-03","4C-25-020",52,3
"6707","4C-25-020-04","4C-25-020",55,3
"6708","4C-25-020-05","4C-25-020",20,2
"6709","4C-25-021-01","4C-25-021",35,3
"6710","4C-25-021-02","4C-25-021",63,3
"6711","4C-25-021-03","4C-25-021",3,3
"6712","4C-25-021-04","4C-25-021",42,3
"6713","4C-25-022-01","4C-25-022",32,3
"6714","4C-25-022-02","4C-25-022",6,2
"6715","4C-25-022-03","4C-25-022",36,2
"6716","4C-25-022-04","4C-25-022",56,3
"6717","4C-25-022-05","4C-25-022",23,3
"6718","4C-25-022-06","4C-25-022",28,2
"6719","4C-25-023-01","4C-25-023",20,2
"6720","4C-25-023-02","4C-25-023",44,2
"6721","4C-25-023-03","4C-25-023",55,2
"6722","4C-25-023-04","4C-25-023",45,2
"6723","4C-25-023-05","4C-25-023",21,3
"6724","4C-25-023-06","4C-25-023",1,1
"6725","4C-25-023-07","4C-25-023",37,2
"6726","4C-25-024-01","4C-25-024",28,3
"6727","4C-25-024-02","4C-25-024",29,3
"6728","4C-25-024-03","4C-25-024",51,3
"6729","4C-25-024-04","4C-25-024",50,3
"6730","4C-25-024-05","4C-25-024",20,3
"6731","4C-25-025-01","4C-25-025",36,3
"6732","4C-25-025-02","4C-25-025",62,3
"6733","4C-25-025-03","4C-25-025",8,2
"6734","4C-25-026-01","4C-25-026",62,3
"6735","4C-25-026-02","4C-25-026",38,3
"6736","4C-25-026-03","4C-25-026",37,3
"6737","4C-25-026-04","4C-25-026",11,2
"6738","4C-25-026-05","4C-25-026",60,2
"6739","4C-25-026-06","4C-25-026",38,2
"6740","4C-25-026-07","4C-25-026",42,2
"6741","4C-25-027-01","4C-25-027",34,3
"6742","4C-25-027-02","4C-25-027",33,3
"6743","4C-25-027-03","4C-25-027",6,2
"6744","4C-25-027-04","4C-25-027",60,2
"6745","4C-25-027-05","4C-25-027",58,2
"6746","4C-25-027-06","4C-25-027",28,2
"6747","4C-25-027-07","4C-25-027",29,2
"6748","4C-25-028-01","4C-25-028",39,3
"6749","4C-25-028-02","4C-25-028",36,3
"6750","4C-25-028-03","4C-25-028",40,2
"6751","4C-25-028-04","4C-25-028",34,2
"6752","4C-25-028-05","4C-25-028",34,3
"6753","4C-25-028-06","4C-25-028",10,2
"6754","4C-25-029-01","4C-25-029",35,3
"6755","4C-25-029-02","4C-25-029",47,3
"6756","4C-25-029-03","4C-25-029",15,3
"6757","4C-25-029-04","4C-25-029",13,3
"6758","4C-25-030-01","4C-25-030",29,3
"6759","4C-25-030-02","4C-25-030",31,3
"6760","4C-25-030-03","4C-25-030",57,3
"6761","4C-25-030-04","4C-25-030",58,3
"6762","4C-25-030-05","4C-25-030",61,2
"6763","4C-25-030-06","4C-25-030",37,2
"6764","4C-25-030-07","4C-25-030",3,2
"6765","4C-25-031-01","4C-25-031",33,3
"6766","4C-25-031-02","4C-25-031",60,3
"6767","4C-25-031-03","4C-25-031",35,3
"6768","4C-25-031-04","4C-25-031",33,3
"6769","4C-25-032-01","4C-25-032",24,2
"6770","4C-25-032-02","4C-25-032",64,2
"6771","4C-25-032-03","4C-25-032",24,3
"6772","4C-25-032-04","4C-25-032",32,3
"6773","4C-25-033-01","4C-25-033",25,3
"6774","4C-25-033-02","4C-25-033",25,3
"6775","4C-25-033-03","4C-25-033",58,2
"6776","4C-25-033-04","4C-25-033",20,2
"6777","4C-25-034-01","4C-25-034",29,3
"6778","4C-25-034-02","4C-25-034",90,2
"6779","4C-25-034-03","4C-25-034",37,2
"6780","4C-25-034-04","4C-25-034",60,2
"6781","4C-25-034-05","4C-25-034",61,2
"6782","4C-25-034-06","4C-25-034",2,2
"6783","4C-25-035-01","4C-25-035",26,3
"6784","4C-25-035-02","4C-25-035",31,2
"6785","4C-25-035-03","4C-25-035",56,3
"6786","4C-25-035-04","4C-25-035",58,3
"6787","4C-25-035-05","4C-25-035",48,1
"6788","4C-25-035-06","4C-25-035",5,1
"6789","4C-25-036-01","4C-25-036",36,3
"6790","4C-25-036-02","4C-25-036",38,3
"6791","4C-25-036-03","4C-25-036",10,3
"6792","4C-25-036-04","4C-25-036",61,3
"6793","4C-25-036-05","4C-25-036",0,3
"6794","4C-25-036-06","4C-25-036",58,2
"6795","4C-25-037-01","4C-25-037",25,3
"6796","4C-25-037-02","4C-25-037",18,3
"6797","4C-25-037-03","4C-25-037",50,3
"6798","4C-25-037-04","4C-25-037",30,2
"6799","4C-25-037-05","4C-25-037",45,3
"6800","4C-25-037-06","4C-25-037",30,3
"6801","4C-25-038-01","4C-25-038",35,3
"6802","4C-25-038-02","4C-25-038",63,3
"6803","4C-25-038-03","4C-25-038",50,3
"6804","4C-25-039-01","4C-25-039",28,3
"6805","4C-25-039-02","4C-25-039",32,3
"6806","4C-25-039-03","4C-25-039",55,3
"6807","4C-25-039-04","4C-25-039",57,2
"6808","4C-25-039-05","4C-25-039",20,2
"6809","4C-25-039-06","4C-25-039",67,2
"6810","4C-25-039-07","4C-25-039",13,2
"6811","4C-25-039-08","4C-25-039",37,2
"6812","4C-25-040-01","4C-25-040",26,3
"6813","4C-25-040-02","4C-25-040",29,3
"6814","4C-25-040-03","4C-25-040",17,3
"6815","4C-25-040-04","4C-25-040",59,3
"6816","4C-25-040-05","4C-25-040",0,2
"6817","4C-25-041-01","4C-25-041",32,3
"6818","4C-25-041-02","4C-25-041",35,3
"6819","4C-25-042-01","4C-25-042",33,3
"6820","4C-25-042-02","4C-25-042",35,2
"6821","4C-25-042-03","4C-25-042",55,3
"6822","4C-25-043-01","4C-25-043",37,3
"6823","4C-25-043-02","4C-25-043",64,3
"6824","4C-25-043-03","4C-25-043",63,3
"6825","4C-25-043-04","4C-25-043",40,2
"6826","4C-25-043-05","4C-25-043",9,2
"6827","4C-25-043-06","4C-25-043",38,2
"6828","4C-25-043-07","4C-25-043",39,2
"6829","4C-25-044-01","4C-25-044",30,2
"6830","4C-25-044-02","4C-25-044",65,3
"6831","4C-25-044-03","4C-25-044",60,3
"6832","4C-25-044-04","4C-25-044",60,3
"6833","4C-25-044-05","4C-25-044",32,2
"6834","4C-25-045-01","4C-25-045",22,3
"6835","4C-25-045-02","4C-25-045",28,3
"6836","4C-25-046-01","4C-25-046",29,3
"6837","4C-25-046-02","4C-25-046",56,3
"6838","4C-25-046-03","4C-25-046",32,2
"6839","4C-25-046-04","4C-25-046",23,2
"6840","4C-25-047-01","4C-25-047",26,3
"6841","4C-25-047-02","4C-25-047",31,3
"6842","4C-25-047-03","4C-25-047",53,3
"6843","4C-25-047-04","4C-25-047",56,3
"6844","4C-25-047-05","4C-25-047",28,3
"6845","4C-25-047-06","4C-25-047",39,3
"6846","4C-25-047-07","4C-25-047",47,3
"6847","4C-25-047-08","4C-25-047",43,3
"6848","4C-25-047-09","4C-25-047",16,3
"6849","4C-25-047-10","4C-25-047",26,2
"6850","4C-25-047-11","4C-25-047",34,3
"6851","4C-25-048-01","4C-25-048",34,3
"6852","4C-25-048-02","4C-25-048",35,3
"6853","4C-25-048-03","4C-25-048",65,3
"6854","4C-25-048-04","4C-25-048",8,3
"6855","4C-25-049-01","4C-25-049",34,3
"6856","4C-25-049-02","4C-25-049",33,3
"6857","4C-25-049-03","4C-25-049",58,3
"6858","4C-25-049-04","4C-25-049",60,2
"6859","4C-25-049-05","4C-25-049",4,2
"6860","4C-25-049-06","4C-25-049",30,2
"6861","4C-25-050-01","4C-25-050",28,3
"6862","4C-25-050-02","4C-25-050",52,2
"6863","4C-25-050-03","4C-25-050",54,2
"6864","4C-25-050-04","4C-25-050",56,2
"6865","4C-25-051-01","4C-25-051",23,3
"6866","4C-25-051-02","4C-25-051",56,2
"6867","4C-25-051-03","4C-25-051",3,2
"6868","4C-25-051-04","4C-25-051",25,3
"6869","4C-25-052-01","4C-25-052",27,3
"6870","4C-25-052-02","4C-25-052",29,3
"6871","4C-25-052-03","4C-25-052",62,2
"6872","4C-25-052-04","4C-25-052",3,2
"6873","4C-25-053-01","4C-25-053",31,3
"6874","4C-25-054-01","4C-25-054",30,3
"6875","4C-25-054-02","4C-25-054",45,3
"6876","4C-25-055-01","4C-25-055",42,3
"6877","4C-25-055-02","4C-25-055",45,3
"6878","4C-25-055-03","4C-25-055",7,2
"6879","4C-25-055-04","4C-25-055",71,2
"6880","4C-25-055-05","4C-25-055",82,2
"6881","4C-25-056-01","4C-25-056",25,3
"6882","4C-25-056-02","4C-25-056",53,3
"6883","4C-25-056-03","4C-25-056",20,3
"6884","4C-25-056-04","4C-25-056",30,2
"6885","4C-25-057-01","4C-25-057",50,3
"6886","4C-25-057-02","4C-25-057",23,3
"6887","4C-25-057-03","4C-25-057",28,2
"6888","4C-25-057-04","4C-25-057",40,1
"6889","4C-25-059-01","4C-25-059",26,3
"6890","4C-25-059-02","4C-25-059",38,3
"6891","4C-25-060-01","4C-25-060",35,3
"6892","4C-25-060-02","4C-25-060",37,2
"6893","4C-25-060-03","4C-25-060",10,2
"6894","4C-25-060-04","4C-25-060",7,1
"6895","4C-25-060-05","4C-25-060",25,2
"6896","4C-25-121-01","4C-25-121",31,3
"6897","4C-25-121-02","4C-25-121",55,3
"6898","4C-25-121-03","4C-25-121",12,2
"6899","4C-26-001-01","4C-26-001",34,3
"6900","4C-26-001-02","4C-26-001",60,3
"6901","4C-26-001-03","4C-26-001",38,2
"6902","4C-26-001-04","4C-26-001",55,2
"6903","4C-26-002-01","4C-26-002",28,3
"6904","4C-26-002-02","4C-26-002",24,3
"6905","4C-26-002-03","4C-26-002",56,3
"6906","4C-26-002-04","4C-26-002",52,3
"6907","4C-26-003-01","4C-26-003",32,3
"6908","4C-26-003-02","4C-26-003",5,2
"6909","4C-26-003-03","4C-26-003",60,2
"6910","4C-26-003-04","4C-26-003",35,3
"6911","4C-26-004-01","4C-26-004",60,3
"6912","4C-26-004-02","4C-26-004",62,2
"6913","4C-26-004-03","4C-26-004",32,2
"6914","4C-26-004-04","4C-26-004",30,2
"6915","4C-26-004-05","4C-26-004",40,2
"6916","4C-26-004-06","4C-26-004",54,2
"6917","4C-26-004-07","4C-26-004",10,2
"6918","4C-26-004-08","4C-26-004",30,3
"6919","4C-26-005-01","4C-26-005",32,2
"6920","4C-26-005-02","4C-26-005",52,3
"6921","4C-26-005-03","4C-26-005",6,2
"6922","4C-26-006-01","4C-26-006",47,3
"6923","4C-26-006-02","4C-26-006",30,3
"6924","4C-26-006-03","4C-26-006",36,2
"6925","4C-26-006-04","4C-26-006",6,2
"6926","4C-26-007-01","4C-26-007",37,2
"6927","4C-26-007-02","4C-26-007",29,3
"6928","4C-26-007-03","4C-26-007",40,2
"6929","4C-26-007-04","4C-26-007",13,2
"6930","4C-26-007-05","4C-26-007",5,2
"6931","4C-26-007-06","4C-26-007",4,2
"6932","4C-26-008-01","4C-26-008",32,3
"6933","4C-26-008-02","4C-26-008",33,3
"6934","4C-26-008-03","4C-26-008",72,2
"6935","4C-26-008-04","4C-26-008",65,2
"6936","4C-26-008-05","4C-26-008",44,2
"6937","4C-26-008-06","4C-26-008",14,3
"6938","4C-26-009-01","4C-26-009",39,2
"6939","4C-26-009-02","4C-26-009",28,3
"6940","4C-26-009-03","4C-26-009",2,3
"6941","4C-26-010-01","4C-26-010",40,3
"6942","4C-26-010-02","4C-26-010",62,3
"6943","4C-26-010-03","4C-26-010",44,2
"6944","4C-26-010-04","4C-26-010",13,2
"6945","4C-26-010-05","4C-26-010",2,2
"6946","4C-26-011-01","4C-26-011",53,2
"6947","4C-26-011-02","4C-26-011",51,2
"6948","4C-26-011-03","4C-26-011",55,2
"6949","4C-26-012-01","4C-26-012",31,3
"6950","4C-26-012-02","4C-26-012",35,2
"6951","4C-26-012-03","4C-26-012",40,2
"6952","4C-26-012-04","4C-26-012",2,2
"6953","4C-26-013-01","4C-26-013",31,3
"6954","4C-26-013-02","4C-26-013",10,2
"6955","4C-26-013-03","4C-26-013",61,3
"6956","4C-26-014-01","4C-26-014",29,3
"6957","4C-26-014-02","4C-26-014",29,3
"6958","4C-26-014-03","4C-26-014",2,2
"6959","4C-26-014-04","4C-26-014",50,2
"6960","4C-26-015-01","4C-26-015",12,2
"6961","4C-26-015-02","4C-26-015",36,3
"6962","4C-26-015-03","4C-26-015",79,2
"6963","4C-26-015-04","4C-26-015",48,2
"6964","4C-26-016-01","4C-26-016",30,3
"6965","4C-26-016-02","4C-26-016",66,2
"6966","4C-26-016-03","4C-26-016",31,2
"6967","4C-26-016-04","4C-26-016",4,2
"6968","4C-26-017-01","4C-26-017",27,3
"6969","4C-26-017-02","4C-26-017",29,2
"6970","4C-26-017-03","4C-26-017",63,2
"6971","4C-26-017-04","4C-26-017",8,1
"6972","4C-26-018-01","4C-26-018",64,2
"6973","4C-26-018-02","4C-26-018",60,2
"6974","4C-26-018-03","4C-26-018",28,3
"6975","4C-26-018-04","4C-26-018",30,2
"6976","4C-26-019-01","4C-26-019",60,3
"6977","4C-26-019-02","4C-26-019",27,2
"6978","4C-26-019-03","4C-26-019",25,3
"6979","4C-26-019-04","4C-26-019",15,2
"6980","4C-26-020-01","4C-26-020",31,3
"6981","4C-26-020-02","4C-26-020",34,3
"6982","4C-26-020-03","4C-26-020",6,2
"6983","4C-26-020-04","4C-26-020",12,2
"6984","4C-26-020-05","4C-26-020",9,2
"6985","4C-26-021-01","4C-26-021",27,3
"6986","4C-26-021-02","4C-26-021",35,2
"6987","4C-26-021-03","4C-26-021",52,2
"6988","4C-26-021-04","4C-26-021",48,2
"6989","4C-26-022-01","4C-26-022",42,3
"6990","4C-26-022-02","4C-26-022",41,3
"6991","4C-26-022-03","4C-26-022",17,2
"6992","4C-26-022-04","4C-26-022",65,2
"6993","4C-26-022-05","4C-26-022",47,2
"6994","4C-26-022-06","4C-26-022",53,2
"6995","4C-26-022-07","4C-26-022",45,2
"6996","4C-26-023-01","4C-26-023",24,3
"6997","4C-26-023-02","4C-26-023",30,2
"6998","4C-26-023-03","4C-26-023",69,2
"6999","4C-26-023-04","4C-26-023",60,2
"7000","4C-26-024-01","4C-26-024",59,3
"7001","4C-26-024-02","4C-26-024",31,3
"7002","4C-26-024-03","4C-26-024",33,2
"7003","4C-26-024-04","4C-26-024",56,2
"7004","4C-26-024-05","4C-26-024",23,2
"7005","4C-26-025-01","4C-26-025",24,3
"7006","4C-26-025-02","4C-26-025",2,2
"7007","4C-26-025-03","4C-26-025",25,2
"7008","4C-26-025-04","4C-26-025",20,2
"7009","4C-26-026-01","4C-26-026",55,3
"7010","4C-26-026-02","4C-26-026",60,2
"7011","4C-26-026-03","4C-26-026",29,2
"7012","4C-26-026-04","4C-26-026",4,2
"7013","4C-26-026-05","4C-26-026",43,2
"7014","4C-26-026-06","4C-26-026",30,2
"7015","4C-26-027-01","4C-26-027",57,3
"7016","4C-26-027-02","4C-26-027",53,2
"7017","4C-26-027-03","4C-26-027",57,2
"7018","4C-26-028-01","4C-26-028",39,2
"7019","4C-26-028-02","4C-26-028",33,3
"7020","4C-26-028-03","4C-26-028",9,2
"7021","4C-26-028-04","4C-26-028",34,2
"7022","4C-26-029-01","4C-26-029",35,3
"7023","4C-26-029-02","4C-26-029",60,3
"7024","4C-26-029-03","4C-26-029",60,2
"7025","4C-26-029-04","4C-26-029",35,2
"7026","4C-26-030-01","4C-26-030",31,3
"7027","4C-26-030-02","4C-26-030",34,2
"7028","4C-26-030-03","4C-26-030",2,2
"7029","4C-26-030-04","4C-26-030",42,1
"7030","4C-26-031-01","4C-26-031",29,3
"7031","4C-26-031-02","4C-26-031",33,3
"7032","4C-26-031-03","4C-26-031",59,2
"7033","4C-26-031-04","4C-26-031",27,2
"7034","4C-26-031-05","4C-26-031",26,2
"7035","4C-26-031-06","4C-26-031",3,2
"7036","4C-26-032-01","4C-26-032",26,3
"7037","4C-26-032-02","4C-26-032",29,3
"7038","4C-26-032-03","4C-26-032",32,2
"7039","4C-26-033-01","4C-26-033",31,3
"7040","4C-26-033-02","4C-26-033",32,2
"7041","4C-26-033-03","4C-26-033",55,2
"7042","4C-26-033-04","4C-26-033",65,2
"7043","4C-26-033-05","4C-26-033",6,2
"7044","4C-26-033-06","4C-26-033",11,2
"7045","4C-26-033-07","4C-26-033",38,2
"7046","4C-26-034-01","4C-26-034",60,3
"7047","4C-26-034-02","4C-26-034",29,2
"7048","4C-26-034-03","4C-26-034",29,3
"7049","4C-26-034-04","4C-26-034",33,2
"7050","4C-26-034-05","4C-26-034",25,2
"7051","4C-26-034-06","4C-26-034",8,2
"7052","4C-26-035-01","4C-26-035",32,3
"7053","4C-26-035-02","4C-26-035",44,3
"7054","4C-26-035-03","4C-26-035",43,2
"7055","4C-26-036-01","4C-26-036",35,3
"7056","4C-26-036-02","4C-26-036",34,3
"7057","4C-26-036-03","4C-26-036",7,2
"7058","4C-26-037-01","4C-26-037",31,3
"7059","4C-26-037-02","4C-26-037",37,3
"7060","4C-26-037-03","4C-26-037",45,2
"7061","4C-26-038-01","4C-26-038",32,3
"7062","4C-26-038-02","4C-26-038",4,2
"7063","4C-26-038-03","4C-26-038",35,2
"7064","4C-26-039-01","4C-26-039",34,2
"7065","4C-26-039-02","4C-26-039",67,3
"7066","4C-26-039-03","4C-26-039",6,2
"7067","4C-26-039-04","4C-26-039",30,2
"7068","4C-26-039-05","4C-26-039",18,2
"7069","4C-26-040-01","4C-26-040",37,3
"7070","4C-26-040-02","4C-26-040",36,2
"7071","4C-26-040-03","4C-26-040",5,2
"7072","4C-26-041-01","4C-26-041",32,3
"7073","4C-26-041-02","4C-26-041",64,3
"7074","4C-26-041-03","4C-26-041",58,3
"7075","4C-26-041-04","4C-26-041",39,2
"7076","4C-26-042-01","4C-26-042",33,3
"7077","4C-26-042-02","4C-26-042",44,3
"7078","4C-26-042-03","4C-26-042",74,3
"7079","4C-26-042-04","4C-26-042",6,1
"7080","4C-26-042-05","4C-26-042",35,3
"7081","4C-26-043-01","4C-26-043",30,3
"7082","4C-26-043-02","4C-26-043",58,1
"7083","4C-26-043-03","4C-26-043",57,2
"7084","4C-26-044-01","4C-26-044",34,3
"7085","4C-26-044-02","4C-26-044",35,3
"7086","4C-26-044-03","4C-26-044",8,2
"7087","4C-26-044-04","4C-26-044",36,2
"7088","4C-26-045-01","4C-26-045",39,3
"7089","4C-26-045-02","4C-26-045",39,3
"7090","4C-26-045-03","4C-26-045",13,2
"7091","4C-26-046-01","4C-26-046",27,3
"7092","4C-26-046-02","4C-26-046",48,2
"7093","4C-26-046-03","4C-26-046",21,2
"7094","4C-26-047-01","4C-26-047",38,2
"7095","4C-26-047-02","4C-26-047",51,3
"7096","4C-26-047-03","4C-26-047",0,2
"7097","4C-26-047-04","4C-26-047",45,2
"7098","4C-26-047-05","4C-26-047",15,2
"7099","4C-26-047-06","4C-26-047",10,2
"7100","4C-26-048-01","4C-26-048",40,3
"7101","4C-26-048-02","4C-26-048",35,3
"7102","4C-26-048-03","4C-26-048",7,3
"7103","4C-26-049-01","4C-26-049",34,3
"7104","4C-26-049-02","4C-26-049",38,2
"7105","4C-26-049-03","4C-26-049",63,2
"7106","4C-26-050-01","4C-26-050",34,2
"7107","4C-26-050-02","4C-26-050",42,3
"7108","4C-26-050-03","4C-26-050",70,3
"7109","4C-26-050-04","4C-26-050",8,3
"7110","4C-26-050-05","4C-26-050",61,2
"7111","4C-26-051-01","4C-26-051",38,3
"7112","4C-26-051-02","4C-26-051",70,3
"7113","4C-26-051-03","4C-26-051",42,3
"7114","4C-26-051-04","4C-26-051",6,2
"7115","4C-26-052-01","4C-26-052",20,3
"7116","4C-26-052-02","4C-26-052",27,3
"7117","4C-26-052-03","4C-26-052",70,2
"7118","4C-26-052-04","4C-26-052",32,3
"7119","4C-26-052-05","4C-26-052",0,2
"7120","4C-26-053-01","4C-26-053",34,3
"7121","4C-26-053-02","4C-26-053",55,3
"7122","4C-26-053-03","4C-26-053",54,2
"7123","4C-26-053-04","4C-26-053",38,2
"7124","4C-26-054-01","4C-26-054",28,3
"7125","4C-26-054-02","4C-26-054",30,3
"7126","4C-26-054-03","4C-26-054",5,2
"7127","4C-26-055-01","4C-26-055",65,3
"7128","4C-26-055-02","4C-26-055",28,2
"7129","4C-26-055-03","4C-26-055",52,2
"7130","4C-26-055-04","4C-26-055",32,2
"7131","4C-26-055-05","4C-26-055",40,2
"7132","4C-26-056-01","4C-26-056",33,3
"7133","4C-26-056-02","4C-26-056",31,3
"7134","4C-26-057-01","4C-26-057",28,3
"7135","4C-26-057-02","4C-26-057",31,3
"7136","4C-26-057-03","4C-26-057",61,2
"7137","4C-26-057-04","4C-26-057",55,2
"7138","4C-26-057-05","4C-26-057",65,2
"7139","4C-26-058-01","4C-26-058",31,3
"7140","4C-26-058-02","4C-26-058",37,2
"7141","4C-26-058-03","4C-26-058",12,2
"7142","4C-26-058-04","4C-26-058",8,2
"7143","4C-26-058-05","4C-26-058",29,2
"7144","4C-26-058-06","4C-26-058",32,2
"7145","4C-26-059-01","4C-26-059",26,3
"7146","4C-26-059-02","4C-26-059",29,2
"7147","4C-26-059-03","4C-26-059",55,2
"7148","4C-26-059-04","4C-26-059",30,2
"7149","4C-26-059-05","4C-26-059",27,2
"7150","4C-26-059-06","4C-26-059",58,2
"7151","4C-26-059-07","4C-26-059",39,2
"7152","4C-26-059-08","4C-26-059",14,2
"7153","4C-26-059-09","4C-26-059",37,1
"7154","4C-26-060-01","4C-26-060",34,3
"7155","4C-26-060-02","4C-26-060",28,3
"7156","4C-26-060-03","4C-26-060",35,2
"7157","4C-26-060-04","4C-26-060",37,1
"7158","4C-27-001-01","4C-27-001",35,3
"7159","4C-27-001-02","4C-27-001",39,3
"7160","4C-27-001-03","4C-27-001",8,3
"7161","4C-27-002-01","4C-27-002",31,3
"7162","4C-27-002-02","4C-27-002",31,3
"7163","4C-27-002-03","4C-27-002",54,3
"7164","4C-27-002-04","4C-27-002",54,3
"7165","4C-27-002-05","4C-27-002",25,3
"7166","4C-27-002-06","4C-27-002",59,3
"7167","4C-27-002-07","4C-27-002",34,3
"7168","4C-27-002-08","4C-27-002",21,3
"7169","4C-27-002-09","4C-27-002",34,1
"7170","4C-27-002-10","4C-27-002",5,2
"7171","4C-27-002-11","4C-27-002",47,3
"7172","4C-27-003-01","4C-27-003",36,3
"7173","4C-27-003-02","4C-27-003",40,3
"7174","4C-27-003-03","4C-27-003",6,2
"7175","4C-27-003-04","4C-27-003",30,3
"7176","4C-27-004-01","4C-27-004",52,3
"7177","4C-27-004-02","4C-27-004",26,3
"7178","4C-27-004-03","4C-27-004",29,2
"7179","4C-27-004-04","4C-27-004",5,2
"7180","4C-27-004-05","4C-27-004",49,2
"7181","4C-27-005-01","4C-27-005",23,3
"7182","4C-27-005-02","4C-27-005",27,2
"7183","4C-27-005-03","4C-27-005",52,1
"7184","4C-27-005-04","4C-27-005",54,3
"7185","4C-27-005-05","4C-27-005",21,2
"7186","4C-27-005-06","4C-27-005",25,2
"7187","4C-27-006-01","4C-27-006",29,3
"7188","4C-27-006-02","4C-27-006",41,3
"7189","4C-27-006-03","4C-27-006",5,3
"7190","4C-27-006-04","4C-27-006",61,3
"7191","4C-27-007-01","4C-27-007",27,3
"7192","4C-27-007-02","4C-27-007",55,3
"7193","4C-27-007-03","4C-27-007",28,3
"7194","4C-27-007-04","4C-27-007",3,3
"7195","4C-27-007-05","4C-27-007",56,3
"7196","4C-27-007-06","4C-27-007",50,3
"7197","4C-27-007-07","4C-27-007",54,3
"7198","4C-27-008-01","4C-27-008",23,3
"7199","4C-27-008-02","4C-27-008",30,2
"7200","4C-27-008-03","4C-27-008",56,2
"7201","4C-27-008-04","4C-27-008",40,1
"7202","4C-27-009-01","4C-27-009",37,3
"7203","4C-27-009-02","4C-27-009",38,3
"7204","4C-27-009-03","4C-27-009",7,3
"7205","4C-27-009-04","4C-27-009",70,1
"7206","4C-27-009-05","4C-27-009",33,1
"7207","4C-27-010-01","4C-27-010",74,3
"7208","4C-27-010-02","4C-27-010",74,3
"7209","4C-27-010-03","4C-27-010",60,3
"7210","4C-27-010-04","4C-27-010",37,3
"7211","4C-27-010-05","4C-27-010",42,2
"7212","4C-27-010-06","4C-27-010",28,2
"7213","4C-27-010-07","4C-27-010",7,2
"7214","4C-27-011-01","4C-27-011",32,3
"7215","4C-27-011-02","4C-27-011",35,3
"7216","4C-27-012-01","4C-27-012",55,3
"7217","4C-27-012-02","4C-27-012",28,3
"7218","4C-27-012-03","4C-27-012",30,2
"7219","4C-27-012-04","4C-27-012",6,2
"7220","4C-27-012-05","4C-27-012",4,1
"7221","4C-27-012-06","4C-27-012",40,2
"7222","4C-27-013-01","4C-27-013",29,3
"7223","4C-27-013-02","4C-27-013",29,3
"7224","4C-27-014-01","4C-27-014",28,3
"7225","4C-27-014-02","4C-27-014",32,3
"7226","4C-27-014-03","4C-27-014",58,3
"7227","4C-27-014-04","4C-27-014",59,3
"7228","4C-27-014-05","4C-27-014",62,3
"7229","4C-27-014-06","4C-27-014",63,3
"7230","4C-27-014-07","4C-27-014",30,2
"7231","4C-27-014-08","4C-27-014",28,2
"7232","4C-27-014-09","4C-27-014",28,3
"7233","4C-27-014-10","4C-27-014",28,2
"7234","4C-27-015-01","4C-27-015",61,3
"7235","4C-27-015-02","4C-27-015",26,3
"7236","4C-27-015-03","4C-27-015",80,3
"7237","4C-27-015-04","4C-27-015",64,2
"7238","4C-27-015-05","4C-27-015",33,1
"7239","4C-27-015-06","4C-27-015",35,1
"7240","4C-27-016-01","4C-27-016",28,3
