"","contact_serial_no","infant_serial_no","contact_age","contact_time"
"6112","4C-23-013-01","4C-23-013",30,3
"6113","4C-23-013-02","4C-23-013",31,3
"6114","4C-23-013-03","4C-23-013",3,2
"6115","4C-23-013-04","4C-23-013",52,2
"6116","4C-23-013-05","4C-23-013",51,2
"6117","4C-23-013-06","4C-23-013",36,2
"6118","4C-23-013-07","4C-23-013",9,2
"6119","4C-23-013-08","4C-23-013",30,2
"6120","4C-23-013-09","4C-23-013",24,2
"6121","4C-23-014-01","4C-23-014",20,3
"6122","4C-23-014-02","4C-23-014",42,3
"6123","4C-23-014-03","4C-23-014",50,2
"6124","4C-23-014-04","4C-23-014",48,2
"6125","4C-23-014-05","4C-23-014",19,3
"6126","4C-23-014-06","4C-23-014",16,3
"6127","4C-23-014-07","4C-23-014",39,2
"6128","4C-23-014-08","4C-23-014",28,2
"6129","4C-23-014-09","4C-23-014",43,2
"6130","4C-23-014-10","4C-23-014",7,2
"6131","4C-23-015-01","4C-23-015",22,3
"6132","4C-23-015-02","4C-23-015",30,2
"6133","4C-23-015-03","4C-23-015",32,3
"6134","4C-23-015-04","4C-23-015",50,2
"6135","4C-23-015-05","4C-23-015",60,2
"6136","4C-23-015-06","4C-23-015",20,2
"6137","4C-23-015-07","4C-23-015",5,2
"6138","4C-23-016-01","4C-23-016",29,3
"6139","4C-23-016-02","4C-23-016",29,2
"6140","4C-23-016-03","4C-23-016",4,2
"6141","4C-23-016-04","4C-23-016",55,2
"6142","4C-23-017-01","4C-23-017",79,3
"6143","4C-23-017-02","4C-23-017",38,3
"6144","4C-23-017-03","4C-23-017",35,2
"6145","4C-23-017-04","4C-23-017",3,2
"6146","4C-23-017-05","4C-23-017",40,2
"6147","4C-23-018-01","4C-23-018",30,3
"6148","4C-23-018-02","4C-23-018",38,2
"6149","4C-23-018-03","4C-23-018",36,3
"6150","4C-23-019-01","4C-23-019",31,3
"6151","4C-23-019-02","4C-23-019",30,2
"6152","4C-23-019-03","4C-23-019",4,3
"6153","4C-23-020-01","4C-23-020",27,3
"6154","4C-23-020-02","4C-23-020",28,2
"6155","4C-23-020-03","4C-23-020",51,3
"6156","4C-23-021-01","4C-23-021",34,3
"6157","4C-23-021-02","4C-23-021",48,2
"6158","4C-23-021-03","4C-23-021",9,3
"6159","4C-23-021-04","4C-23-021",37,2
"6160","4C-23-022-01","4C-23-022",29,3
"6161","4C-23-022-02","4C-23-022",57,3
"6162","4C-23-022-03","4C-23-022",25,2
"6163","4C-23-022-04","4C-23-022",60,2
"6164","4C-23-022-05","4C-23-022",10,2
"6165","4C-23-022-06","4C-23-022",37,2
"6166","4C-23-022-07","4C-23-022",8,2
"6167","4C-23-022-08","4C-23-022",31,2
"6168","4C-23-022-09","4C-23-022",27,2
"6169","4C-23-022-10","4C-23-022",9,2
"6170","4C-23-022-11","4C-23-022",8,2
"6171","4C-23-022-12","4C-23-022",0,2
"6172","4C-23-023-01","4C-23-023",21,3
"6173","4C-23-023-02","4C-23-023",20,3
"6174","4C-23-023-03","4C-23-023",45,3
"6175","4C-23-023-04","4C-23-023",45,3
"6176","4C-23-023-05","4C-23-023",16,2
"6177","4C-23-023-06","4C-23-023",17,2
"6178","4C-23-024-01","4C-23-024",21,3
"6179","4C-23-024-02","4C-23-024",60,3
"6180","4C-23-024-03","4C-23-024",45,2
"6181","4C-23-024-04","4C-23-024",61,2
"6182","4C-23-024-05","4C-23-024",24,2
"6183","4C-23-024-06","4C-23-024",27,2
"6184","4C-23-025-01","4C-23-025",38,3
"6185","4C-23-025-02","4C-23-025",38,3
"6186","4C-23-025-03","4C-23-025",10,3
"6187","4C-23-025-04","4C-23-025",8,3
"6188","4C-23-025-05","4C-23-025",80,2
"6189","4C-23-025-06","4C-23-025",46,2
"6190","4C-23-025-07","4C-23-025",56,2
"6191","4C-23-025-08","4C-23-025",20,2
"6192","4C-23-025-09","4C-23-025",14,2
"6193","4C-23-025-10","4C-23-025",28,2
"6194","4C-23-026-01","4C-23-026",37,3
"6195","4C-23-026-02","4C-23-026",35,3
"6196","4C-23-026-03","4C-23-026",70,3
"6197","4C-23-026-04","4C-23-026",40,2
"6198","4C-23-026-05","4C-23-026",4,2
"6199","4C-23-027-01","4C-23-027",25,3
"6200","4C-23-027-02","4C-23-027",32,2
"6201","4C-23-027-03","4C-23-027",5,3
"6202","4C-23-027-04","4C-23-027",55,3
"6203","4C-23-027-05","4C-23-027",36,2
"6204","4C-23-027-06","4C-23-027",50,2
"6205","4C-23-028-01","4C-23-028",21,3
"6206","4C-23-028-02","4C-23-028",42,3
"6207","4C-23-028-03","4C-23-028",47,3
"6208","4C-23-028-04","4C-23-028",22,3
"6209","4C-23-029-01","4C-23-029",26,3
"6210","4C-23-029-02","4C-23-029",27,3
"6211","4C-23-029-03","4C-23-029",57,3
"6212","4C-23-029-04","4C-23-029",59,2
"6213","4C-23-030-01","4C-23-030",39,3
"6214","4C-23-030-02","4C-23-030",40,3
"6215","4C-23-030-03","4C-23-030",10,3
"6216","4C-23-031-01","4C-23-031",40,3
"6217","4C-23-031-02","4C-23-031",66,3
"6218","4C-23-031-03","4C-23-031",52,3
"6219","4C-23-031-04","4C-23-031",3,2
"6220","4C-23-031-05","4C-23-031",68,2
"6221","4C-23-031-06","4C-23-031",31,2
"6222","4C-23-031-07","4C-23-031",29,2
"6223","4C-23-031-08","4C-23-031",45,2
"6224","4C-23-032-01","4C-23-032",30,3
"6225","4C-23-032-02","4C-23-032",33,2
"6226","4C-23-032-03","4C-23-032",53,2
"6227","4C-23-032-04","4C-23-032",10,2
"6228","4C-23-032-05","4C-23-032",12,2
"6229","4C-23-032-06","4C-23-032",40,3
"6230","4C-23-032-07","4C-23-032",32,2
"6231","4C-23-032-08","4C-23-032",40,2
"6232","4C-23-033-01","4C-23-033",54,3
"6233","4C-23-033-02","4C-23-033",31,3
"6234","4C-23-033-03","4C-23-033",30,3
"6235","4C-23-034-01","4C-23-034",30,3
"6236","4C-23-034-02","4C-23-034",32,3
"6237","4C-23-034-03","4C-23-034",55,3
"6238","4C-23-034-04","4C-23-034",5,2
"6239","4C-23-035-01","4C-23-035",33,3
"6240","4C-23-035-02","4C-23-035",42,3
"6241","4C-23-035-03","4C-23-035",0,3
"6242","4C-23-035-04","4C-23-035",7,2
"6243","4C-23-035-05","4C-23-035",38,2
"6244","4C-23-036-01","4C-23-036",28,3
"6245","4C-23-036-02","4C-23-036",28,2
"6246","4C-23-036-03","4C-23-036",4,2
"6247","4C-23-037-01","4C-23-037",28,3
"6248","4C-23-037-02","4C-23-037",3,2
"6249","4C-23-037-03","4C-23-037",35,2
"6250","4C-23-037-04","4C-23-037",25,3
"6251","4C-23-038-01","4C-23-038",29,3
"6252","4C-23-038-02","4C-23-038",50,3
"6253","4C-23-038-03","4C-23-038",3,3
"6254","4C-23-038-04","4C-23-038",51,2
"6255","4C-23-038-05","4C-23-038",52,2
"6256","4C-23-038-06","4C-23-038",26,2
"6257","4C-23-038-07","4C-23-038",21,3
"6258","4C-23-039-01","4C-23-039",31,3
"6259","4C-23-039-02","4C-23-039",73,3
"6260","4C-23-039-03","4C-23-039",36,3
"6261","4C-23-039-04","4C-23-039",71,2
"6262","4C-23-039-05","4C-23-039",46,2
"6263","4C-23-040-01","4C-23-040",30,3
"6264","4C-23-040-02","4C-23-040",93,2
"6265","4C-23-040-03","4C-23-040",35,2
"6266","4C-23-040-04","4C-23-040",14,2
"6267","4C-23-040-05","4C-23-040",3,2
"6268","4C-23-041-01","4C-23-041",32,3
"6269","4C-23-041-02","4C-23-041",7,2
"6270","4C-23-042-01","4C-23-042",33,3
"6271","4C-23-042-02","4C-23-042",58,3
"6272","4C-23-042-03","4C-23-042",34,3
"6273","4C-23-042-04","4C-23-042",10,3
"6274","4C-23-043-01","4C-23-043",27,3
"6275","4C-23-043-02","4C-23-043",28,3
"6276","4C-23-043-03","4C-23-043",4,2
"6277","4C-23-044-01","4C-23-044",24,3
"6278","4C-23-044-02","4C-23-044",30,2
"6279","4C-23-044-03","4C-23-044",52,3
"6280","4C-23-044-04","4C-23-044",58,2
"6281","4C-23-045-01","4C-23-045",28,3
"6282","4C-23-045-02","4C-23-045",27,2
"6283","4C-23-045-03","4C-23-045",51,3
"6284","4C-23-046-01","4C-23-046",25,3
"6285","4C-23-046-02","4C-23-046",2,3
"6286","4C-23-046-03","4C-23-046",41,3
"6287","4C-23-046-04","4C-23-046",45,2
"6288","4C-23-047-01","4C-23-047",27,3
"6289","4C-23-047-02","4C-23-047",63,3
"6290","4C-23-047-03","4C-23-047",47,2
"6291","4C-23-047-04","4C-23-047",29,3
"6292","4C-23-047-05","4C-23-047",35,2
"6293","4C-23-047-06","4C-23-047",6,3
"6294","4C-23-048-01","4C-23-048",25,3
"6295","4C-23-048-02","4C-23-048",26,3
"6296","4C-23-048-03","4C-23-048",58,3
"6297","4C-23-048-04","4C-23-048",65,2
"6298","4C-23-049-01","4C-23-049",35,3
"6299","4C-23-049-02","4C-23-049",42,3
"6300","4C-23-050-01","4C-23-050",55,2
"6301","4C-23-050-02","4C-23-050",50,2
"6302","4C-23-050-03","4C-23-050",26,3
"6303","4C-23-050-04","4C-23-050",26,2
"6304","4C-23-050-05","4C-23-050",29,2
"6305","4C-23-050-06","4C-23-050",54,3
"6306","4C-23-050-07","4C-23-050",4,2
"6307","4C-23-050-08","4C-23-050",59,2
"6308","4C-23-050-09","4C-23-050",27,2
"6309","4C-23-050-10","4C-23-050",31,2
"6310","4C-23-051-01","4C-23-051",25,2
"6311","4C-23-051-02","4C-23-051",21,3
"6312","4C-23-051-03","4C-23-051",30,2
"6313","4C-23-051-04","4C-23-051",31,2
"6314","4C-23-051-05","4C-23-051",54,2
"6315","4C-23-051-06","4C-23-051",0,3
"6316","4C-23-051-07","4C-23-051",53,3
"6317","4C-23-051-08","4C-23-051",50,2
"6318","4C-23-051-09","4C-23-051",8,2
"6319","4C-23-052-01","4C-23-052",31,3
"6320","4C-23-052-02","4C-23-052",58,3
"6321","4C-23-052-03","4C-23-052",61,3
"6322","4C-23-052-04","4C-23-052",3,2
"6323","4C-23-052-05","4C-23-052",49,2
"6324","4C-23-052-06","4C-23-052",52,2
"6325","4C-23-052-07","4C-23-052",31,2
"6326","4C-23-053-01","4C-23-053",24,3
"6327","4C-23-053-02","4C-23-053",59,3
"6328","4C-23-053-03","4C-23-053",24,3
"6329","4C-23-053-04","4C-23-053",59,2
"6330","4C-23-053-05","4C-23-053",4,2
"6331","4C-23-053-06","4C-23-053",28,2
"6332","4C-23-054-01","4C-23-054",36,3
"6333","4C-23-054-02","4C-23-054",36,3
"6334","4C-23-054-03","4C-23-054",16,3
"6335","4C-23-054-04","4C-23-054",35,2
"6336","4C-23-054-05","4C-23-054",30,2
"6337","4C-23-055-01","4C-23-055",34,3
"6338","4C-23-055-02","4C-23-055",35,2
"6339","4C-23-055-03","4C-23-055",13,3
"6340","4C-23-055-04","4C-23-055",32,2
"6341","4C-23-055-05","4C-23-055",64,2
"6342","4C-23-055-06","4C-23-055",30,2
"6343","4C-23-056-01","4C-23-056",30,3
"6344","4C-23-056-02","4C-23-056",36,2
"6345","4C-23-056-03","4C-23-056",8,3
"6346","4C-23-056-04","4C-23-056",37,2
"6347","4C-23-056-05","4C-23-056",50,3
"6348","4C-23-057-01","4C-23-057",50,3
"6349","4C-23-057-02","4C-23-057",37,3
"6350","4C-23-057-03","4C-23-057",70,2
"6351","4C-23-058-01","4C-23-058",25,3
"6352","4C-23-058-02","4C-23-058",53,3
"6353","4C-23-058-03","4C-23-058",55,3
"6354","4C-23-058-04","4C-23-058",29,3
"6355","4C-23-059-01","4C-23-059",23,3
"6356","4C-23-059-02","4C-23-059",23,3
"6357","4C-23-059-03","4C-23-059",51,2
"6358","4C-23-059-04","4C-23-059",53,2
"6359","4C-23-059-05","4C-23-059",53,2
"6360","4C-23-060-01","4C-23-060",26,3
"6361","4C-23-060-02","4C-23-060",48,3
"6362","4C-23-060-03","4C-23-060",52,2
"6363","4C-23-060-04","4C-23-060",28,2
"6364","4C-23-060-05","4C-23-060",80,2
"6365","4C-23-060-06","4C-23-060",42,2
"6366","4C-23-060-07","4C-23-060",29,2
"6367","4C-24-001-01","4C-24-001",23,3
"6368","4C-24-001-02","4C-24-001",54,2
"6369","4C-24-001-03","4C-24-001",0,3
"6370","4C-24-001-04","4C-24-001",0,3
"6371","4C-24-001-05","4C-24-001",30,2
"6372","4C-24-002-01","4C-24-002",65,3
"6373","4C-24-002-02","4C-24-002",34,3
"6374","4C-24-003-01","4C-24-003",30,3
"6375","4C-24-003-02","4C-24-003",34,2
"6376","4C-24-003-03","4C-24-003",50,3
"6377","4C-24-003-04","4C-24-003",5,2
"6378","4C-24-003-05","4C-24-003",0,3
"6379","4C-24-004-01","4C-24-004",35,3
"6380","4C-24-004-02","4C-24-004",25,3
"6381","4C-24-004-03","4C-24-004",60,3
"6382","4C-24-004-04","4C-24-004",37,3
"6383","4C-24-004-05","4C-24-004",6,3
"6384","4C-24-004-06","4C-24-004",5,3
"6385","4C-24-004-07","4C-24-004",3,3
"6386","4C-24-005-01","4C-24-005",22,3
"6387","4C-24-005-02","4C-24-005",50,3
"6388","4C-24-006-01","4C-24-006",35,3
"6389","4C-24-006-02","4C-24-006",67,2
"6390","4C-24-006-03","4C-24-006",70,2
"6391","4C-24-006-04","4C-24-006",41,3
"6392","4C-24-006-05","4C-24-006",33,2
"6393","4C-24-007-01","4C-24-007",31,3
"6394","4C-24-007-02","4C-24-007",22,3
"6395","4C-24-008-01","4C-24-008",23,3
"6396","4C-24-008-02","4C-24-008",27,3
"6397","4C-24-008-03","4C-24-008",20,2
"6398","4C-24-008-04","4C-24-008",31,2
"6399","4C-24-009-01","4C-24-009",34,2
"6400","4C-24-009-02","4C-24-009",28,3
"6401","4C-24-009-03","4C-24-009",56,3
"6402","4C-24-009-04","4C-24-009",66,3
"6403","4C-24-009-05","4C-24-009",3,2
"6404","4C-24-009-06","4C-24-009",12,2
"6405","4C-24-010-01","4C-24-010",22,3
"6406","4C-24-010-02","4C-24-010",25,3
"6407","4C-24-010-03","4C-24-010",1,2
"6408","4C-24-010-04","4C-24-010",31,2
"6409","4C-24-010-05","4C-24-010",12,2
"6410","4C-24-010-06","4C-24-010",46,2
"6411","4C-24-010-07","4C-24-010",50,3
"6412","4C-24-010-08","4C-24-010",42,3
"6413","4C-24-011-01","4C-24-011",32,3
"6414","4C-24-011-02","4C-24-011",66,3
"6415","4C-24-011-03","4C-24-011",76,2
"6416","4C-24-011-04","4C-24-011",42,3
"6417","4C-24-012-01","4C-24-012",31,3
"6418","4C-24-012-02","4C-24-012",62,3
"6419","4C-24-012-03","4C-24-012",40,3
"6420","4C-24-014-01","4C-24-014",37,3
"6421","4C-24-014-02","4C-24-014",40,3
"6422","4C-24-014-03","4C-24-014",16,2
"6423","4C-24-014-04","4C-24-014",55,1
"6424","4C-24-015-01","4C-24-015",31,3
"6425","4C-24-015-02","4C-24-015",40,1
"6426","4C-24-015-03","4C-24-015",52,2
"6427","4C-24-015-04","4C-24-015",38,2
"6428","4C-24-015-05","4C-24-015",27,2
"6429","4C-24-015-06","4C-24-015",31,2
"6430","4C-24-015-07","4C-24-015",55,2
"6431","4C-24-016-01","4C-24-016",33,3
"6432","4C-24-016-02","4C-24-016",32,3
"6433","4C-24-016-03","4C-24-016",60,3
"6434","4C-24-016-04","4C-24-016",58,3
"6435","4C-24-017-01","4C-24-017",23,3
"6436","4C-24-017-02","4C-24-017",84,3
"6437","4C-24-018-01","4C-24-018",35,3
"6438","4C-24-018-02","4C-24-018",51,3
"6439","4C-24-018-03","4C-24-018",70,1
"6440","4C-24-018-04","4C-24-018",34,3
"6441","4C-24-018-05","4C-24-018",4,3
"6442","4C-24-019-01","4C-24-019",38,3
"6443","4C-24-019-02","4C-24-019",58,3
"6444","4C-24-019-03","4C-24-019",45,3
"6445","4C-24-020-01","4C-24-020",28,3
"6446","4C-24-020-02","4C-24-020",63,3
"6447","4C-24-020-03","4C-24-020",68,2
"6448","4C-24-020-04","4C-24-020",28,3
"6449","4C-24-021-01","4C-24-021",60,3
"6450","4C-24-021-02","4C-24-021",33,3
"6451","4C-24-021-03","4C-24-021",66,3
"6452","4C-24-021-04","4C-24-021",3,2
"6453","4C-24-021-05","4C-24-021",36,2
"6454","4C-24-022-01","4C-24-022",32,3
"6455","4C-24-022-02","4C-24-022",55,2
"6456","4C-24-022-03","4C-24-022",33,3
"6457","4C-24-022-04","4C-24-022",10,2
"6458","4C-24-023-01","4C-24-023",21,3
"6459","4C-24-023-02","4C-24-023",30,2
"6460","4C-24-023-03","4C-24-023",52,2
"6461","4C-24-023-04","4C-24-023",34,2
"6462","4C-24-023-05","4C-24-023",33,2
"6463","4C-24-023-06","4C-24-023",7,2
"6464","4C-24-024-01","4C-24-024",24,3
"6465","4C-24-024-02","4C-24-024",24,3
"6466","4C-24-024-03","4C-24-024",53,2
"6467","4C-24-024-04","4C-24-024",52,2
"6468","4C-24-025-01","4C-24-025",28,3
"6469","4C-24-025-02","4C-24-025",62,3
"6470","4C-24-025-03","4C-24-025",30,3
"6471","4C-24-026-01","4C-24-026",26,3
"6472","4C-24-026-02","4C-24-026",28,3
"6473","4C-24-026-03","4C-24-026",50,3
"6474","4C-24-026-04","4C-24-026",52,3
"6475","4C-24-027-01","4C-24-027",28,3
"6476","4C-24-027-02","4C-24-027",47,2
"6477","4C-24-027-03","4C-24-027",55,3
"6478","4C-24-028-01","4C-24-028",30,3
"6479","4C-24-028-02","4C-24-028",50,3
"6480","4C-24-028-03","4C-24-028",34,3
"6481","4C-24-028-04","4C-24-028",7,2
"6482","4C-24-029-01","4C-24-029",26,3
"6483","4C-24-029-02","4C-24-029",63,3
"6484","4C-24-029-03","4C-24-029",35,3
"6485","4C-24-030-01","4C-24-030",25,3
"6486","4C-24-030-02","4C-24-030",31,2
"6487","4C-24-030-03","4C-24-030",29,2
"6488","4C-24-030-04","4C-24-030",5,1
"6489","4C-24-031-01","4C-24-031",29,3
"6490","4C-24-031-02","4C-24-031",27,2
"6491","4C-24-031-03","4C-24-031",30,2
"6492","4C-24-031-04","4C-24-031",2,3
"6493","4C-24-032-01","4C-24-032",33,3
"6494","4C-24-032-02","4C-24-032",61,3
"6495","4C-24-033-01","4C-24-033",20,3
"6496","4C-24-033-02","4C-24-033",0,3
"6497","4C-24-033-03","4C-24-033",0,3
"6498","4C-24-033-04","4C-24-033",28,2
"6499","4C-24-034-01","4C-24-034",25,3
"6500","4C-24-034-02","4C-24-034",53,3
"6501","4C-24-034-03","4C-24-034",53,3
"6502","4C-24-035-01","4C-24-035",22,3
"6503","4C-24-035-02","4C-24-035",62,3
"6504","4C-24-035-03","4C-24-035",29,3
"6505","4C-24-036-01","4C-24-036",24,3
"6506","4C-24-036-02","4C-24-036",27,2
"6507","4C-24-036-03","4C-24-036",53,2
"6508","4C-24-036-04","4C-24-036",53,2
"6509","4C-24-036-05","4C-24-036",0,2
"6510","4C-24-036-06","4C-24-036",9,2
"6511","4C-24-036-07","4C-24-036",8,2
"6512","4C-24-036-08","4C-24-036",0,2
"6513","4C-24-037-01","4C-24-037",52,3
"6514","4C-24-037-02","4C-24-037",51,3
"6515","4C-24-038-01","4C-24-038",29,3
"6516","4C-24-038-02","4C-24-038",64,3
"6517","4C-24-038-03","4C-24-038",58,3
"6518","4C-24-038-04","4C-24-038",29,2
"6519","4C-24-038-05","4C-24-038",80,3
"6520","4C-24-038-06","4C-24-038",61,3
"6521","4C-24-039-01","4C-24-039",25,3
"6522","4C-24-039-02","4C-24-039",48,3
"6523","4C-24-040-01","4C-24-040",28,3
"6524","4C-24-040-02","4C-24-040",36,3
"6525","4C-24-040-03","4C-24-040",41,3
"6526","4C-24-041-01","4C-24-041",31,3
"6527","4C-24-041-02","4C-24-041",45,3
"6528","4C-24-041-03","4C-24-041",85,2
"6529","4C-24-041-04","4C-24-041",12,3
"6530","4C-24-042-01","4C-24-042",32,3
"6531","4C-24-042-02","4C-24-042",37,3
"6532","4C-24-042-03","4C-24-042",53,3
"6533","4C-24-043-01","4C-24-043",34,3
"6534","4C-24-043-02","4C-24-043",41,3
"6535","4C-24-043-03","4C-24-043",67,3
"6536","4C-24-043-04","4C-24-043",63,2
"6537","4C-24-043-05","4C-24-043",4,2
"6538","4C-24-044-01","4C-24-044",35,3
"6539","4C-24-044-02","4C-24-044",40,3
"6540","4C-24-044-03","4C-24-044",12,3
"6541","4C-24-044-04","4C-24-044",55,2
"6542","4C-24-044-05","4C-24-044",6,2
"6543","4C-24-045-01","4C-24-045",58,3
"6544","4C-24-045-02","4C-24-045",23,3
"6545","4C-24-045-03","4C-24-045",58,2
"6546","4C-24-045-04","4C-24-045",29,2
"6547","4C-24-045-05","4C-24-045",18,2
"6548","4C-24-045-06","4C-24-045",28,2
"6549","4C-24-046-01","4C-24-046",30,3
"6550","4C-24-046-02","4C-24-046",36,3
"6551","4C-24-046-03","4C-24-046",5,2
"6552","4C-24-046-04","4C-24-046",25,2
"6553","4C-24-046-05","4C-24-046",45,3
"6554","4C-24-047-01","4C-24-047",20,3
"6555","4C-24-047-02","4C-24-047",55,3
"6556","4C-24-047-03","4C-24-047",42,3
"6557","4C-24-047-04","4C-24-047",20,2
"6558","4C-24-047-05","4C-24-047",14,2
"6559","4C-24-047-06","4C-24-047",75,2
"6560","4C-24-047-07","4C-24-047",17,2
"6561","4C-24-048-01","4C-24-048",28,3
"6562","4C-24-048-02","4C-24-048",54,3
"6563","4C-24-049-01","4C-24-049",37,3
"6564","4C-24-049-02","4C-24-049",60,3
"6565","4C-24-049-03","4C-24-049",58,2
"6566","4C-24-049-04","4C-24-049",37,2
"6567","4C-24-049-05","4C-24-049",6,2
"6568","4C-24-050-01","4C-24-050",27,3
"6569","4C-24-050-02","4C-24-050",50,3
"6570","4C-24-051-01","4C-24-051",34,3
"6571","4C-24-051-02","4C-24-051",37,3
"6572","4C-24-052-01","4C-24-052",34,3
"6573","4C-24-052-02","4C-24-052",30,3
"6574","4C-24-053-01","4C-24-053",43,3
"6575","4C-24-053-02","4C-24-053",20,3
"6576","4C-24-053-03","4C-24-053",20,2
"6577","4C-24-054-01","4C-24-054",27,3
"6578","4C-24-054-02","4C-24-054",38,2
"6579","4C-24-054-03","4C-24-054",67,3
"6580","4C-24-054-04","4C-24-054",3,3
"6581","4C-24-055-01","4C-24-055",28,3
"6582","4C-24-055-02","4C-24-055",30,3
"6583","4C-24-056-01","4C-24-056",26,3
"6584","4C-24-056-02","4C-24-056",30,2
"6585","4C-24-056-03","4C-24-056",60,3
"6586","4C-24-057-01","4C-24-057",20,3
"6587","4C-24-057-02","4C-24-057",23,3
"6588","4C-24-057-03","4C-24-057",26,1
"6589","4C-24-058-01","4C-24-058",27,3
"6590","4C-24-058-02","4C-24-058",34,3
"6591","4C-24-058-03","4C-24-058",4,3
"6592","4C-24-059-01","4C-24-059",25,3
"6593","4C-24-059-02","4C-24-059",51,2
"6594","4C-24-059-03","4C-24-059",23,2
"6595","4C-24-060-01","4C-24-060",34,3
"6596","4C-24-060-02","4C-24-060",42,3
"6597","4C-24-060-03","4C-24-060",43,3
"6598","4C-25-001-01","4C-25-001",27,3
"6599","4C-25-001-02","4C-25-001",27,2
"6600","4C-25-001-03","4C-25-001",50,3
"6601","4C-25-002-01","4C-25-002",38,3
"6602","4C-25-002-02","4C-25-002",40,3
"6603","4C-25-002-03","4C-25-002",45,3
"6604","4C-25-002-04","4C-25-002",26,2
"6605","4C-25-003-01","4C-25-003",35,3
"6606","4C-25-003-02","4C-25-003",56,2
"6607","4C-25-003-03","4C-25-003",38,3
"6608","4C-25-003-04","4C-25-003",53,2
"6609","4C-25-004-01","4C-25-004",24,3
"6610","4C-25-004-02","4C-25-004",25,3
"6611","4C-25-004-03","4C-25-004",5,2
"6612","4C-25-004-04","4C-25-004",31,2
"6613","4C-25-004-05","4C-25-004",52,2
"6614","4C-25-005-01","4C-25-005",30,3
"6615","4C-25-005-02","4C-25-005",63,3
"6616","4C-25-005-03","4C-25-005",36,2
"6617","4C-25-005-04","4C-25-005",34,2
"6618","4C-25-005-05","4C-25-005",27,2
"6619","4C-25-005-06","4C-25-005",27,2
"6620","4C-25-005-07","4C-25-005",13,3
"6621","4C-25-005-08","4C-25-005",6,3
"6622","4C-25-005-09","4C-25-005",4,2
"6623","4C-25-005-10","4C-25-005",16,2
"6624","4C-25-005-11","4C-25-005",32,3
"6625","4C-25-005-12","4C-25-005",3,2
"6626","4C-25-006-01","4C-25-006",32,2
"6627","4C-25-006-02","4C-25-006",36,2
"6628","4C-25-006-03","4C-25-006",59,3
"6629","4C-25-006-04","4C-25-006",58,2
"6630","4C-25-006-05","4C-25-006",37,2
"6631","4C-25-006-06","4C-25-006",27,2
"6632","4C-25-006-07","4C-25-006",42,1
"6633","4C-25-007-01","4C-25-007",33,3
"6634","4C-25-007-02","4C-25-007",25,3
"6635","4C-25-007-03","4C-25-007",0,2
"6636","4C-25-007-04","4C-25-007",30,3
"6637","4C-25-007-05","4C-25-007",8,2
"6638","4C-25-008-01","4C-25-008",38,3
"6639","4C-25-008-02","4C-25-008",35,3
"6640","4C-25-008-03","4C-25-008",10,3
"6641","4C-25-009-01","4C-25-009",30,3
"6642","4C-25-009-02","4C-25-009",32,3
"6643","4C-25-009-03","4C-25-009",34,3
"6644","4C-25-009-04","4C-25-009",0,2
"6645","4C-25-009-05","4C-25-009",3,2
"6646","4C-25-010-01","4C-25-010",28,3
"6647","4C-25-010-02","4C-25-010",65,3
"6648","4C-25-010-03","4C-25-010",25,3
"6649","4C-25-010-04","4C-25-010",23,3
"6650","4C-25-010-05","4C-25-010",6,3
"6651","4C-25-010-06","4C-25-010",15,3
"6652","4C-25-010-07","4C-25-010",15,3
"6653","4C-25-011-01","4C-25-011",36,3
"6654","4C-25-011-02","4C-25-011",34,3
"6655","4C-25-011-03","4C-25-011",80,3
"6656","4C-25-011-04","4C-25-011",56,3
"6657","4C-25-011-05","4C-25-011",34,2
"6658","4C-25-011-06","4C-25-011",0,2
"6659","4C-25-011-07","4C-25-011",21,2
"6660","4C-25-012-01","4C-25-012",34,3
"6661","4C-25-012-02","4C-25-012",34,2
"6662","4C-25-012-03","4C-25-012",51,2
"6663","4C-25-012-04","4C-25-012",59,2
"6664","4C-25-012-05","4C-25-012",40,2
"6665","4C-25-012-06","4C-25-012",8,2
"6666","4C-25-012-07","4C-25-012",5,2
"6667","4C-25-013-01","4C-25-013",30,3
"6668","4C-25-013-02","4C-25-013",46,2
"6669","4C-25-013-03","4C-25-013",40,2
"6670","4C-25-013-04","4C-25-013",0,2
"6671","4C-25-013-05","4C-25-013",35,2
"6672","4C-25-013-06","4C-25-013",37,2
"6673","4C-25-014-01","4C-25-014",28,3
"6674","4C-25-014-02","4C-25-014",48,3
"6675","4C-25-014-03","4C-25-014",55,3
"6676","4C-25-014-04","4C-25-014",21,2
"6677","4C-25-014-05","4C-25-014",25,2
"6678","4C-25-014-06","4C-25-014",30,2
"6679","4C-25-015-01","4C-25-015",28,3
"6680","4C-25-015-02","4C-25-015",33,3
"6681","4C-25-015-03","4C-25-015",52,3
"6682","4C-25-015-04","4C-25-015",58,3
"6683","4C-25-015-05","4C-25-015",5,3
"6684","4C-25-015-06","4C-25-015",50,2
"6685","4C-25-016-01","4C-25-016",24,3
"6686","4C-25-016-02","4C-25-016",32,3
"6687","4C-25-016-03","4C-25-016",31,2
"6688","4C-25-016-04","4C-25-016",28,2
"6689","4C-25-016-05","4C-25-016",54,1
"6690","4C-25-017-01","4C-25-017",25,3
"6691","4C-25-017-02","4C-25-017",30,2
"6692","4C-25-017-03","4C-25-017",55,3
"6693","4C-25-017-04","4C-25-017",49,3
